id,conversation_id,created_at,date,time,timezone,user_id,username,name,place,tweet,language,mentions,urls,photos,replies_count,retweets_count,likes_count,hashtags,cashtags,link,retweet,quote_url,video,thumbnail,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest
1381867113586028544,1381867113586028544,2021-04-13 12:54:28 +0545,2021-04-13,12:54:28,+0545,1377388155477794819,roshanyonjan3,Roshan Yonjan,"{'type': 'Point', 'coordinates': [27.67726689, 85.31694932]}",Chiya/Coffee vetgat Mero Adharniya daju haru Sanga☕🥰❤ @ LABIM MALL  https://t.co/9RCPbJqG42,in,[],['https://www.instagram.com/p/CNmORM9Hxm6/?igshid=1ht9k7f4dpwp3'],[],0,0,0,[],[],https://twitter.com/RoshanYonjan3/status/1381867113586028544,False,,0,,kathmandu,,,,,,[],,,,
1376030119890804737,1376030119890804737,2021-03-28 10:20:20 +0545,2021-03-28,10:20:20,+0545,3394626440,rihannanepal,sad & mad,,"Good morning! I made my own coffee today ☕ @ Dreams Espresso Coffee,  Budhanilkantha, Kathmandu #Coffee #CafeLatte #Budhanilkantha  https://t.co/hDT86k7Wyl",en,[],[],['https://pbs.twimg.com/media/ExikGc-VoAAhTJG.jpg'],0,0,3,"['coffee', 'cafelatte', 'budhanilkantha']",[],https://twitter.com/RihannaNepal/status/1376030119890804737,False,,1,https://pbs.twimg.com/media/ExikGc-VoAAhTJG.jpg,kathmandu,,,,,,[],,,,
1356812328117755904,1356812328117755904,2021-02-03 09:35:42 +0545,2021-02-03,09:35:42,+0545,1258683919148310529,tanikawakazu,Kazu tanikawa,"{'type': 'Point', 'coordinates': [27.6811219, 85.3099919]}",Good morning everyone ☕🥃Lover  From Jhamsikhel  #Life_is_Beautiful_nepal  #Home_sweet_home_Jhamsike  #home_style_coffee🇳🇵 場所: Home Sweet Home the Jhamsikhel  https://t.co/8MajP19uwx,en,[],['https://www.instagram.com/p/CK0Mq4eBjkw/?igshid=1q8h3bro82f9x'],[],0,0,0,"['life_is_beautiful_nepal', 'home_sweet_home_jhamsike', 'home_style_coffee']",[],https://twitter.com/TanikawaKazu/status/1356812328117755904,False,,0,,kathmandu,,,,,,[],,,,
1355697456944656389,1355697456944656389,2021-01-31 07:45:36 +0545,2021-01-31,07:45:36,+0545,1159291799178887171,gopal92015557,गोपाल श्रेष्ठ,"{'type': 'Point', 'coordinates': [27.73, 85.41]}",Being late doesn't mean failure. May be it means getting ready for a great launch. 💐🙏☕Good Morning☕🙏💐 @ Daanchhi  https://t.co/bkTakgMxiU,en,[],['https://www.instagram.com/p/CKsRruqhF8t/?igshid=1h3heuqi1tzj6'],[],0,0,0,[],[],https://twitter.com/Gopal92015557/status/1355697456944656389,False,,0,,kathmandu,,,,,,[],,,,
1346617356810797056,1346617356810797056,2021-01-06 06:24:31 +0545,2021-01-06,06:24:31,+0545,1342114823874568192,ngawang71098092,✨_तिम्रो_❤️_छायाँ_🦋,,💥🌿अरूको कुरा सुन्ने बन्दा पनि केही बुझि  🎶दिने हरू मुटुको नजिक रहेका हुन्छन्❤️ 😘❤️☕Gud morning 🍵❤️😘🎸  https://t.co/YgELqNPEBi,ne,[],[],['https://pbs.twimg.com/media/ErAlWSdXcAERPoF.jpg'],0,0,0,[],[],https://twitter.com/Ngawang71098092/status/1346617356810797056,False,,1,https://pbs.twimg.com/media/ErAlWSdXcAERPoF.jpg,kathmandu,,,,,,[],,,,
1332497461995139072,1332497461995139072,2020-11-28 07:17:06 +0545,2020-11-28,07:17:06,+0545,1286911395951337472,sirjana20262273,Sirjana Rai,,बितेका कुराहरु सम्झेर मान्छे बाचेको हुन्छ । बितेका परिवेशलाई जिन्दगीको सम्पती बनाएर उ आउँदो सँग जुधिरहेको हुन्छ । शुभ बिहानी 🌹☕  https://t.co/Dc7kOURLVz,ne,[],[],['https://pbs.twimg.com/media/En37YPPVEAE_djM.jpg'],0,0,0,[],[],https://twitter.com/Sirjana20262273/status/1332497461995139072,False,,1,https://pbs.twimg.com/media/En37YPPVEAE_djM.jpg,kathmandu,,,,,,[],,,,
1319869920503615488,1319869920503615488,2020-10-24 10:59:45 +0545,2020-10-24,10:59:45,+0545,168574066,milanmanandhar,Milan Manandhar,"{'type': 'Point', 'coordinates': [27.713776, 85.310244]}","🍑  🧊 ☕ @ Kathmandu, Nepal  https://t.co/u7j4uLE5eT",cs,[],['https://www.instagram.com/p/CGttNdrhQWZQLyUNDLg-G8gLhFq6u9W4pQvd1M0/?igshid=mi6c52nkfniq'],[],0,0,0,[],[],https://twitter.com/milanmanandhar/status/1319869920503615488,False,,0,,kathmandu,,,,,,[],,,,
1318161577850380294,1318161577850380294,2020-10-19 17:51:25 +0545,2020-10-19,17:51:25,+0545,741592283603079168,bibek_daariwal,Bibek Upreti Daariwal,"{'type': 'Point', 'coordinates': [27.713776, 85.343233]}",Feeling Cold... Tea Time ☕ (मट्का चिया) @ Chiya Ghar  https://t.co/Juqd5EIS0o,und,[],['https://www.instagram.com/p/CGhkT7yn1fb/?igshid=wi3g5vm48o2j'],[],0,0,0,[],[],https://twitter.com/bibek_daariwal/status/1318161577850380294,False,,0,,kathmandu,,,,,,[],,,,
1315500399957139456,1315500399957139456,2020-10-12 09:36:50 +0545,2020-10-12,09:36:50,+0545,615644230,imtandukar,MiZal Tandukar,,Coffee ☕  https://t.co/pAhRqw5aUo,en,[],[],['https://pbs.twimg.com/media/EkGYpAgVoAIUHv9.jpg'],0,0,1,[],[],https://twitter.com/imtandukar/status/1315500399957139456,False,,1,https://pbs.twimg.com/media/EkGYpAgVoAIUHv9.jpg,kathmandu,,,,,,[],,,,
1303484470104911874,1303484470104911874,2020-09-09 05:49:49 +0545,2020-09-09,05:49:49,+0545,2787144360,nepalplanettrek,Visit Nepal 2021/2022 - Lifetime Experience,"{'type': 'Point', 'coordinates': [27.68172208, 85.33145796]}",Good morning #Namaste 🙏🙏  #ShubhDin  #Breakfast 🍳🍔☕Good morning #Namaste 🙏🙏  #ShubhDin  #Breakfast 🍳🍔☕Good morning #Namaste 🙏🙏  #ShubhDin  #Breakfast 🍳🍔☕ @ Pokhara Kaski  https://t.co/ltXZYydms3,en,[],['https://www.instagram.com/p/CE5R-CrD_6N/?igshid=d2j7996gzy25'],[],0,0,0,"['namaste', 'shubhdin', 'breakfast', 'namaste', 'shubhdin', 'breakfast', 'namaste', 'shubhdin', 'breakfast']",[],https://twitter.com/nepalplanettrek/status/1303484470104911874,False,,0,,kathmandu,,,,,,[],,,,
